id,cnvd_title,cnvd_id,cnvd_date,cnvd_level,cnvd_product,cnvd_cve_id,cnvd_bug_id,cnvd_description,cnvd_reference,cnvd_solution,cnvd_patch,cnvd_update
1342,SUBNET Solutions SubSTATION Server存在未明远程拒绝服务漏洞,CNVD-2013-12973,2013/9/12,高,SUBNETSolutionsInc.SubSTATIONServer2.7.0033SUBNETSolutionsInc.SubSTATIONServer2.8.0106,CVE-2013-2788,62270,SUBNETSolutionsSubSTATIONServer是一款变电站通信服务器。SubSTATIONServer中的DNP3外站从站(outstationslaveservice)服务存在一个未明安全漏洞，允许远程攻击者利用漏洞对服务进行拒绝服务攻击。,http://ics-cert.us-cert.gov/advisories/ICSA-13-252-01,用户可联系厂商获得相应的升级或者补丁程序：http://www.subnet.com/,SUBNET Solutions SubSTATION Server存在未明远程拒绝服务漏洞的补丁,2013/9/13
1343,多个IOServer Drivers拒绝服务漏洞,CNVD-2013-11627,2013/8/6,高,IOServerIOServerBetadriver,CVE-2013-2790,61577,IOServer是一款基于windows的OPC服务器，允许OPC客户端如人机接口和监控及数据采集系统与可编程逻辑电路交换工厂数据。IOServerdriver没有校验或者没有正确校验端口20000/TCP上的主服务器上的输入，可影响程序的控制流或数据库流。当攻击者可以提交特殊请求使IOServer进入死循环而不退出，需要手工重新启动获取正常功能。,http://ics-cert.us-cert.gov/advisories/ICSA-13-213-03,IOServerBetadriverbeta2042.exe及beta2043.exe经修复此漏洞，建议用户下载更新：http://www.ioserver.com/,多个IOServer Drivers拒绝服务漏洞的补丁,2013/8/6
1344,Siemens SIMATIC WinCC TIA Portal URL重定向漏洞,CNVD-2013-11281,2013/8/2,中,SiemensSIMATICWinCCTIAPortal12.x,CVE-2013-4912,61535,SiemensSIMATICWinCC基于Windows平台，能为工业领域提供完备的监控与数据采集（SCADA）功能，涵盖单用户系统直到支持冗余服务器和远程Web客户机解决方案的多用户系统。SiemensSIMATICWinCCTIAPortalHMI面板存在一个输入验证漏洞，允许远程攻击者构建恶意URI，诱使用户解析，重定向用户通信到不可信网站，进行网络钓鱼等攻击。,"http://www.siemens.com/corporate-technology/pool/de/forschungsfelder/siemens_security_advisory_ssa-064884.pdfhttp://www.secunia.com/advisories/54051/",SiemensSIMATICWinCCTIAPortalV12SP1已经修复此漏洞，建议用户下载更新：http://support.automation.siemens.com/WW/view/en/73947391,Siemens SIMATIC WinCC TIA Portal URL重定向漏洞的补丁,2013/8/5
1345,National Instruments多个产品cwui.ocx ActiveX控件路径遍历漏洞,CNVD-2013-11806,2013/8/8,高,NationalInstrumentsCorporationLabVIEWNationalInstrumentsCorporationLabWindows/CVINationalInstrumentsCorporationNational,CVE-2013-5021,0,"NationalInstruments是一家致力于为测试测量、自动化和嵌入式应用领域的公司。NationalInstrumentsLabWindows/CVI,LabVIEW，ABBDataManager1-6.3.6中的DataAnalysis组件和其他产品中的cw3dgrph.ocx所提供的cwui.ocxActiveX控件存在绝对路径遍历漏洞，允许远程攻击者向CWNumEdit,CWGraph,CWBoolean,CWSlide,或CWKnobActiveX控件中ExportStyle方法，结合Ca","http://www05.abb.com/global/scot/scot203.nsf/veritydisplay/5975a8a86c82eec2c125798e00551522/$file/SECURITY_BULLETIN_-_ABBVU-PACT-3BSE072617_DataManager_Vulnerability.pdfhttp://zerodayinitiative.com/advisories/ZDI-13-120/",用户可参考如下厂商提供的安全公告获取补丁信息：http://digital.ni.com/public.nsf/websearch/507DEC9DA57A708186257B3600512623?OpenDocument,National Instruments多个产品cwui.ocx ActiveX控件路径遍历漏洞的补丁,2013/8/8
1346,National Instruments Lookout ActiveX控件存在未明漏洞,CNVD-2013-11817,2013/8/8,高,NationalInstrumentsCorporationLookout6.5-6.7,CVE-2013-5026,0,"NationalInstrumentsLookout是一款方便易用的HMI/SCADA软件。NationalInstrumentsLookout6.5-6.7中的ActiveX控件存在未明错误，允许远程攻击者构建恶意WEB页，诱使用户解析，可以应用程序上下文执行任意代码。漏洞相关与lookout650.ocx,lookout660.ocx和lookout670.ocx。",http://digital.ni.com/public.nsf/websearch/A792DE0703C8108786257B3600506077?OpenDocument,用户可参考如下厂商提供的安全公告获取补丁信息：http://digital.ni.com/public.nsf/websearch/507DEC9DA57A708186257B3600512623?OpenDocument,National Instruments Lookout ActiveX控件存在未明漏洞的补丁,2013/8/8
1347,Schweitzer Engineering Laboratories多个设备远程拒绝服务漏洞,CNVD-2013-12158,2013/8/13,高,SchweitzerEngineeringLaboratories(SEL)SEL-3530RTACSchweitzerEngineeringLaboratories(SEL)SEL-3505RTACSchweitzerEngineeringLaboratories(SEL)SEL-2241RTAC,CVE-2013-2792,61665,"SchweitzerEngineeringLaboratories是一个位于美国华盛顿州的著名生产商，在电力系统继电保护、控制、监测、表计和SCADA领域处于领先地位。SchweitzerEngineeringLaboratoriesSEL-2241,SEL-3505,andSEL-3530RTAC不正确验证DNP3输入，允许远程攻击者可以利用该漏洞提交特制的DNP3TCP报文使软件进入死循环，导致程序崩溃。在某些条件下，DNP3驱动会自动重启，恢复通信，但严重的情况下，设备ALARMcontact会触发",http://ics-cert.us-cert.gov/advisories/ICSA-13-219-01,用户可联系厂商获得相应的升级固件以修复该漏洞：https://www.selinc.com/,Schweitzer Engineering Laboratories多个设备远程拒绝服务漏洞的补丁,2013/8/13
1348,Schweitzer Engineering Laboratories多个设备本地拒绝服务漏洞,CNVD-2013-12159,2013/8/13,中,SchweitzerEngineeringLaboratories(SEL)SEL-3530RTACSchweitzerEngineeringLaboratories(SEL)SEL-3505RTACSchweitzerEngineeringLaboratories(SEL)SEL-2241RTAC,CVE-2013-2798,61667,"SchweitzerEngineeringLaboratories是一个位于美国华盛顿州的著名生产商，在电力系统继电保护、控制、监测、表计和SCADA领域处于领先地位。SchweitzerEngineeringLaboratoriesSEL-2241,SEL-3505,andSEL-3530RTAC不正确验证DNP3输入，本地攻击者可以利用该漏洞使软件进入死循环，导致程序崩溃。在某些条件下，DNP3驱动会自动重启，恢复通信，但严重的情况下，设备ALARMcontact会触发断言，需要重载恢复设备驱动设置。",http://ics-cert.us-cert.gov/advisories/ICSA-13-219-01,用户可联系厂商获得相应的升级固件以修复该漏洞：https://www.selinc.com/,Schweitzer Engineering Laboratories多个设备本地拒绝服务漏洞的补丁,2013/8/13
1349,Siemens SCALANCE X-200系列交换机会话劫持漏洞,CNVD-2013-13027,2013/9/16,高,SiemensScalanceX-200SeriesSwitches,CVE-2013-5709,62341,SiemensScalanceX200是西门子公司发布的工业以太网交换机。SiemensSCALANCEX-200系列交换机随机数生成器存在一个错误，允许远程攻击者利用漏洞劫持WEB会话，可未授权访问应用设备。,"http://www.siemens.com/innovation/pool/de/forschungsfelder/siemens_security_advisory_ssa-850708.pdfhttp://www.secunia.com/advisories/54784/",SiemensScalanceX-200SeriesSwitches5.0.0已经修改该漏洞，建议用户下载更新：http://www.automation.siemens.com/mcms/industrial-communication/en/ie/ie_switches_media-converters/scalance-x-200-managed/pages/scalance-x-200-managed.aspx,Siemens SCALANCE X-200系列交换机会话劫持漏洞的补丁,2013/9/17
1350,Cogent DataHub远程拒绝服务漏洞（CNVD-2013-12944）,CNVD-2013-12944,2013/9/12,中,CogentReal-TimeSystemsDataHub7.3.2,0,0,CogentDataHub是SCADA和自动化领域的软件。CogentDataHub(vd_cdatahub2)包含一个未明安全漏洞，允许远程攻击者利用漏洞使系统崩溃。,http://seclists.org/dailydave/2013/q3/43,目前没有详细解决方案提供：http://www.cogentdatahub.com/,,2013/9/13
1351,Cogent DataHub远程拒绝服务漏洞（CNVD-2013-12945）,CNVD-2013-12945,2013/9/12,中,CogentReal-TimeSystemsDataHub7.3.2,0,0,CogentDataHub是SCADA和自动化领域的软件。CogentDataHub(vd_cdatahub)包含一个未明安全漏洞，允许远程攻击者利用漏洞使系统崩溃。,http://seclists.org/dailydave/2013/q3/43,目前没有详细解决方案提供：http://www.cogentdatahub.com/,,2013/9/13
1352,Alstom Grid多个产品本地访问绕过漏洞,CNVD-2013-08914,2013/7/8,中,AlstomGridLegacyMiCOMS1StudioSoftwareAlstomGridMiCOMS1AgileSoftware,CVE-2013-2786,60942,AlstomGrid是一款相关电网业务的全球性公司，其中AlstomGridMiCOMS1Agile和Studio软件允许用户配置AlstomGrid保护继电器范围。MiCOMS1软件没有限制用户对安装程序的访问，能访问系统的恶意本地用户可替换MiCOMS1程序目录中的执行文件，在MiCOMS1应用程序运行时，使得恶意程序被执行，成功利用漏洞可提升用户权限。,http://ics-cert.us-cert.gov/advisories/ICSA-13-184-01,MiCOMS1Agileversionv1.0.3已经修复此漏洞，用户可联系contact.centre@alstom.com或致电+441785250070获取升级更新程序：http://www.alstom.com,Alstom Grid多个产品本地访问绕过漏洞的补丁,2013/7/8
1353,Siemens Scalance X200系列交换机远程权限提升漏洞,CNVD-2013-06561,2013/6/4,高,SiemensScalanceX-200SeriesSwitches,CVE-2013-3633,60165,SiemensScalanceX200系列交换机可用于连接工业组件，例如PLC或HMI。ScalanceX200IRT固件对用户Web界面访问权的验证放在客户端执行，在服务器端没有正确验证。攻击者可利用此漏洞用未授权账户执行特权命令。,"http://secunia.com/advisories/53519/http://www.siemens.com/corporate-technology/pool/de/forschungsfelder/siemens_security_advisory_ssa-1",Siemens已经为此发布了一个安全公告（siemens_security_advisory_ssa-170686）以及相应补丁:http://www.siemens.com/corporate-technology/pool/de/forschungsfelder/siemens_security_advisory_ssa-170686.pdf,Siemens Scalance X200系列交换机远程权限提升漏洞的补丁,2013/6/4
1354,Siemens SIMATIC WinCC/PCS 7用户名枚举漏洞,CNVD-2013-07608,2013/6/19,中,SiemensSIMATICWinCC7.xSiemensSIMATICPCS78.x,CVE-2013-3959,60559,SiemensSIMATICWinCC是监测控制和数据采集SCADA及人机界面HMI系统。SiemensSIMATICPCS是流程控制系统。SiemensSIMATICWinCC/PCS7的WebNavigator根据用户账户可以罗列NetBIOS用户名的不同行为，可使经过身份验证的远程用户通过特制的URL参数列举账户名称。,http://secunia.com/advisories/53805/,目前厂商已经发布了升级补丁以修复这个安全问题，请到厂商的主页下载：http://www.siemens.com/corporate-technology/pool/de/forschungsfelder/siemens_security_advisory_ssa-3补丁下载：http://support.automation.siemens.com/WW/view/en/73443294,Siemens SIMATIC WinCC/PCS 7用户名枚举漏洞的补丁,2013/6/19
1355,Invensys Wonderware Information Server SQL注入漏洞（CNVD-2013-05026）,CNVD-2013-05026,2013/5/10,高,InvensysWonderwareInformationServer4.0SP1InvensysWonderwareInformationServer4.5Portal,CVE-2013-0684,59704,InvensysWonderwareInformationServer可以集中反映生产管理情况的Web解决方案。WonderwareInformationServer4.0SP1、WonderwareInformationServer4.5Portal、WonderwareInformationServer5.0Portal在实现上存在安全漏洞。攻击者可以利用漏洞可破坏应用、执行未授权操作。,"http://www.linuxidc.com/Linux/2013-05/84035.htmhttp://ics-cert.us-cert.gov/advisories/ICSA-13-113-01",目前厂商已经发布了升级补丁以修复这个安全问题，请到厂商的主页下载：http://global.wonderware.com/EN/Pages/default.aspx,Invensys Wonderware Information Server SQL注入漏洞（CNVD-2013-05026）的补丁,2013/5/28
1356,Invensys Wonderware Information Server跨站脚本漏洞（CNVD-2013-05027）,CNVD-2013-05027,2013/5/10,高,InvensysWonderwareInformationServer4.0SP1InvensysWonderwareInformationServer4.5Portal,CVE-2013-0688,59703,InvensysWonderwareInformationServer可以集中反映生产管理情况的Web解决方案。WonderwareInformationServer4.0SP1、WonderwareInformationServer4.5Portal、WonderwareInformationServer5.0Portal在实现上存在安全漏洞。攻击者利用此漏洞可在受影响站点上下文的用户浏览器中执行任意脚本代码。,"http://www.linuxidc.com/Linux/2013-05/84034.htmhttp://ics-cert.us-cert.gov/advisories/ICSA-13-113-01",目前厂商已经发布了升级补丁以修复这个安全问题，请到厂商的主页下载：http://global.wonderware.com/EN/Pages/default.aspx,Invensys Wonderware Information Server跨站脚本漏洞（CNVD-2013-05027）的补丁,2013/5/27
1357,Schneider Electric多个产品不正确验证漏洞,CNVD-2013-02842,2013/4/10,高,SchneiderElectricQuantum140NOE77111SchneiderElectricQuantum140NWM10000SchneiderElectricPremiumTSXETY5103SchneiderElectricM340BMXNOE0110x,CVE-2013-0664,57435,"施耐德电气为100多个国家的能源及基础设施、工业、数据中心及网络、楼宇和住宅市场提供整体解决方案。其中多个产品使用的SESU工具用于更新windowsPC系统上的软件。SchneiderElectricQuantum140NOE77111和140NWM10000,M340BMXNOE0110xPremium及TSXETY5103PLC模块中的FactoryCast服务存在一个安全漏洞，允许通过验证的攻击者使用SOAP消息，发送嵌入到HTTPPOST请求的Modbus消息。通过Modbus命令发送给PLC的","http://ics-cert.us-cert.gov/pdf/ICSA-13-077-01A.pdfhttp://www.schneider-electric.com/download/ww/en/file/36555639-SEVD-2013-023-01.pdf/?fileName=SEVD-2013-023-01.pdf&reference=SEVD-2013-023-01&docType=Technical-paper",用户可参考如下厂商提供的安全公告获得补丁信息：http://www.schneider-electric.com/download/ww/en/details/35081317-Vulnerability-Disclosure-for-Quantum-Premium-and-M340/,Schneider Electric多个产品不正确验证漏洞的补丁,2013/4/10
1358,Invensys Wonderware Win-XML Exporter XML外部实体信息泄露漏洞,CNVD-2013-03037,2013/4/15,中,InvensysWonderwareWin-XMLExporter1522.148.0.0,CVE-2012-4710,58635,英维思(Invensys)是面向制造业和基础设施产业的领先自动化和信息技术、系统、软件解决方案、服务和咨询供应商。InvensysWonderwareWin-XML存在信息泄露漏洞。攻击者可以利用漏洞获得敏感信息，这可能会导致进一步的攻击。攻击者还可能利用此漏洞导致拒绝服务。,http://ics-cert.us-cert.gov/pdf/ICSA-13-067-02.pdf,用户可参考如下供应商提供的安全公告获得补丁信息：http://ics-cert.us-cert.gov/pdf/ICSA-13-067-02.pdf,Invensys Wonderware Win-XML Exporter XML外部实体信息泄露漏洞的补丁,2013/5/27
1359,Schneider Electric Magelis XBT HMI控制器远程安全绕过漏洞,CNVD-2013-03176,2013/4/16,中,SchneiderElectricMagelisXBTHMIcontroller,CVE-2013-2672,58953,SchneiderElectricMagelisXBTHMI是一款人机界面控制器。SchneiderElectricMagelisXBTHMI控制器对配置上传身份验证有个默认密码，可使远程攻击者通过特制的配置数据绕过访问限制。,http://www.securityfocus.com/bid/58953,目前厂商还没有提供补丁或者升级程序，我们建议使用此软件的用户随时关注厂商的主页以获取最新版本：http://www.schneider-electric.com/sites/corporate/en/support/cybersecurity/cyber-security-vulnerabil,,2013/5/28
1360,Siemens SIMATIC S7-1200 PLCs 2.x and 3.x 拒绝服务漏洞,CNVD-2013-04095,2013/4/25,高,SiemensSIMATICS7-12002.xSiemensSIMATICS7-12003.x,CVE-2013-2780,0,SiemensSIMATICS7-1200是西门子公司生产的可编程控制器产品（PLC）。SiemensSIMATICS7-1200存在拒绝服务漏洞，攻击者通过发送特质的数据包到161端口（SNMP端口）或102端口(ISO-TSAP端口)，发起拒绝服务攻击。,http://web.nvd.nist.gov/view/vuln/detail;jsessionid=0CB9A9987284BA5F7E5440D7AC869339?vulnId=CVE-2013-2780,厂商已提供升级补丁，请及时下载更新：http://www.siemens.com/cert/pool/cert/siemens_security_advisory_ssa-724606.pdf,Siemens SIMATIC S7-1200 PLCs 2.x and 3.x 拒绝服务漏洞的补丁,2016/3/15
1361,Galil RIO-47100 'Pocket PLC'组件拒绝服务漏洞,CNVD-2013-04614,2013/5/3,高,GalilMotionControlRIO-47100,CVE-2013-0699,59530,GalilRIO-47100是一款包括I/O的PLC系统，多部署于工业，能源，农业等部门。GalilRIO-47100'PocketPLC'存在一个输入验证漏洞，允许持续的向单个会话发送请求，远程攻击者可以利用漏洞大量发送请求可使设备停止响应，造成拒绝服务攻击。,"http://ics-cert.us-cert.gov/advisories/ICSA-13-116-01http://www.secunia.com/advisories/53246/",用户可联系厂商获得相应的升级或补丁程序：http://www.galilmc.com/support/firmware-downloads.php,Galil RIO-47100 'Pocket PLC'组件拒绝服务漏洞的补丁,2013/5/26
1362,Parallels Plesk Panel任意PHP代码注入漏洞,CNVD-2013-06822,2013/6/7,高,ParallelsPleskPanel8.6ParallelsPleskPanel9.2ParallelsPleskPanel9.3ParallelsPleskPanel9.5.4,0,60351,ParallelsPleskPanel是带有集成web设计、SaaS市场与付费系统的web主机控制面板。ParallelsPleskPanel存在一个不正确的配置，在调用PHP路径时不正确引用了'/usr/bin'，允许远程攻击者利用漏洞提交特殊的请求以WEB权限执行任意OS命令。,"http://seclists.org/fulldisclosure/2013/Jun/25http://arstechnica.com/security/2013/06/more-than-360000-apache-websites-imperiled-by-crticial-vulnerability/",目前没有详细解决方案提供：http://www.parallels.com/products/plesk/,,2013/6/7
1363,Invensys Wonderware Information Server拒绝服务漏洞,CNVD-2013-05052,2013/5/10,高,InvensysWonderwareInformationServer4.0SP1InvensysWonderwareInformationServer4.5Portal,CVE-2013-0685,59709,InvensysWonderwareInformationServer是一款实现基于网络的实时工厂运营数据的图形可视化、报告和分析，帮助在整个用户企业范围中推动产力的实现。InvensysWIS未能正确限制请求资源的大小或数量，允许远程攻击者利用漏洞消耗大量资源，可造成拒绝服务攻击或可以以应用程序上下文执行任意代码。,http://ics-cert.us-cert.gov/advisories/ICSA-13-113-01,用户可联系厂商获得最新的升级程序或者补丁：https://wdn.wonderware.com/sites/WDN/Pages/Downloads/Software.aspx,Invensys Wonderware Information Server拒绝服务漏洞的补丁,2013/5/27
1364,Invensys Wonderware Information Server信息泄露漏洞,CNVD-2013-05031,2013/5/10,低,InvensysWonderwareInformationServer4.0SP1InvensysWonderwareInformationServer4.5Portal,CVE-2013-0686,59708,InvensysWonderwareInformationServer可以集中反映生产管理情况的Web解决方案。WonderwareInformationServer4.0SP1、WonderwareInformationServer4.5Portal、WonderwareInformationServer5.0Portal在实现上存在安全漏洞。本地攻击者利用此漏洞获取敏感信息。,http://ics-cert.us-cert.gov/advisories/ICSA-13-113-01,目前厂商已经发布了升级补丁以修复这个安全问题，请到厂商的主页下载：http://global.wonderware.com/EN/Pages/default.aspx,Invensys Wonderware Information Server信息泄露漏洞的补丁,2013/5/27
1365,TURCK BL20/BL67 FTP内置账户安全绕过漏洞,CNVD-2013-05966,2013/5/23,高,TURCKBL67ProgrammableGatewayTURCKBL20ProgrammableGateway,CVE-2012-4697,59979,"TURCKBL20/BL67是一款工控系统设备。TURCKBL20/BL67FTP服务使用内置的验证凭据，允许远程攻击者利用这个帐号通过TCP21端口获得对设备的管理员访问，可操作远程I/O,PLC或DCS系统之间的通信。远程攻击者可以利用漏洞获得管理员权限的访问。",http://ics-cert.us-cert.gov/advisories/ICSA-13-136-01,用户可参考如下厂商提供的升级固件以修复此漏洞：BL20：http://www.turck-usa.com/Search/Documentation_Search_Results.asp?ViewID=Illustrations&amp;Page=1&amp;SearchIn=0&amp;SortBy=&amp;SortDesc=&amp;Pattern=BL20-PG-EN-IP.BL67http://www.turck-usa.com/Search/Documentation_Search_Result,TURCK BL20/BL67 FTP内置账户安全绕过漏洞的补丁,2013/5/28
1366,3S CoDeSys Gateway Server内存错误引用漏洞,CNVD-2013-06095,2013/5/28,高,3S-SmartSoftwareSolutionsGmbHCoDeSys2.x,CVE-2013-2781,60088,CoDeSys是一种功能强大的PLC软件编程工具，它支持IEC61131-3标准IL、ST、FBD、LD、CFC、SFC六种PLC编程语言。3SCoDeSysGatewayServer存在一个释放后使用错误，允许远程攻击者利用漏洞引用已释放内存，可使网关服务器应用程序崩溃或执行任意代码。,"http://ics-cert.us-cert.gov/advisories/ICSA-13-142-01http://www.secunia.com/advisories/53515/",用户可参考如下厂商提供的安全公告获得补丁信息：http://www.codesys.com/support-training/self-help/downloads-updates.html,3S CoDeSys Gateway Server内存错误引用漏洞的补丁,2013/5/28
1367,MICROSYS PROMOTIC目录遍历漏洞,CNVD-2013-06169,2013/5/28,中,"Microsys,spol.sr.o.PROMOTIC8.1.4MICROSYS,spol.sr.o.PROMOTIC8.1.3",CVE-2011-4518,50133,PROMOTIC是一款SCADA软件。MICROSYSPROMOTIC存在目录遍历漏洞。允许远程攻击者通过未指定向量读取任意文件。,http://www.promotic.eu/en/pmdoc/News.htm#ver80105,用户可联系供应商获得补丁信息：http://www.promotic.eu/en/pmdoc/WhatIsPromotic/WhatIsPromotic.htm,MICROSYS PROMOTIC目录遍历漏洞的补丁,2013/5/28
1368,Siemens Scalance X200系列交换机SNMPv3远程安全绕过漏洞,CNVD-2013-06391,2013/5/31,高,SiemensScalanceX-200SeriesSwitches,CVE-2013-3634,60168,SiemensScalanceX200系列交换机可用于连接工业组件，例如PLC或HMI。ScalanceX200IRT在SNMPv3的实现中没有有效验证用户凭证攻击者可无需凭证执行SNMP命令。,http://secunia.com/advisories/53519/,目前厂商已经发布了升级补丁以修复这个安全问题，请到厂商的主页下载：http://www.siemens.com/corporate-technology/pool/de/forschungsfelder/siemens_security_advisory_ssa-170686.pdf,Siemens Scalance X200系列交换机SNMPv3远程安全绕过漏洞的补丁,2013/5/31
1369,Siemens SIMATIC WinCC/PCS 7 SQL注入漏洞,CNVD-2013-07609,2013/6/19,高,SiemensSIMATICWinCC7.xSiemensSIMATICPCS78.x,CVE-2013-3957,60558,SiemensSIMATICWinCC是监测控制和数据采集SCADA及人机界面HMI系统。SiemensSIMATICPCS是流程控制系统。SiemensSIMATICWinCC/PCS7的WebNavigator登录界面由于输入过滤不严，存在SQL注入漏洞通过操作数据库，远程攻击者可利用此漏洞提升其权限，根据系统配置，有可能获取完全的系统访问权限，执行任意SQL命令。,http://secunia.com/advisories/53805/,目前厂商已经发布了升级补丁以修复这个安全问题，请到厂商的主页下载：http://www.siemens.com/corporate-technology/pool/de/forschungsfelder/siemens_security_advisory_ssa-3补丁下载：http://support.automation.siemens.com/WW/view/en/73443294,Siemens SIMATIC WinCC/PCS 7 SQL注入漏洞的补丁,2013/6/19
1370,Siemens SIMATIC WinCC/PCS 7硬编码凭证安全绕过漏洞,CNVD-2013-07606,2013/6/19,高,SiemensSIMATICWinCC7.xSiemensSIMATICPCS78.x,CVE-2013-3958,60561,SiemensSIMATICWinCC是监测控制和数据采集SCADA及人机界面HMI系统。SiemensSIMATICPCS是流程控制系统。SiemensSIMATICWinCC/PCS7的WebNavigator登录界面存在硬编码凭证安全绕过漏洞。攻击者可以利用漏洞获取访问权限。,http://secunia.com/advisories/53805/,目前厂商已经发布了升级补丁以修复这个安全问题，请到厂商的主页下载：http://www.siemens.com/corporate-technology/pool/de/forschungsfelder/siemens_security_advisory_ssa-3http://support.automation.siemens.com/WW/view/en/73443294,Siemens SIMATIC WinCC/PCS 7硬编码凭证安全绕过漏洞的补丁,2013/6/19
1371,IOServer DNP3协议TCP报文处理拒绝服务漏洞,CNVD-2013-07340,2013/6/17,高,IOServerIOServer1.0.19.0,CVE-2013-2783,0,IOServer是一款运行在windows上的工控软件。IOServerDNP3驱动处理TCP报文时存在一个未明错误，允许远程攻击者利用漏洞向TCP2000发送特制的报文，触发死循环而造成拒绝服务攻击。,"http://ics-cert.us-cert.gov/advisories/ICSA-13-161-01http://www.secunia.com/advisories/53794/",目前没有详细解决方案提供：http://ioserver.com/,,2013/6/19
1372,Schneider Electric多个产品跨站请求伪造漏洞,CNVD-2013-02841,2013/4/10,高,SchneiderElectricQuantum140NOE77111SchneiderElectricQuantum140NOE77101SchneiderElectricQuantum140NWM10000SchneiderElectricM340BMXNOC0401SchneiderElectricM340BMXNOE0100xSchneiderElectricM340BMXNOE011xxSchneiderElectricPremiumTSXETY4103SchneiderElectricPrem,CVE-2013-0663,57435,"施耐德电气为100多个国家的能源及基础设施、工业、数据中心及网络、楼宇和住宅市场提供整体解决方案。其中多个产品使用的SESU工具用于更新windowsPC系统上的软件。SchneiderElectricQuantum140NOE77111,140NOE77101和140NWM10000;M340BMXNOC0401,BMXNOE0100x和BMXNOE011xx;及PremiumTSXETY4103,TSXETY5103和TSXWMY100PLC模块存在跨站请求伪造漏洞，允许远程攻击者构建恶意URI，诱使","http://ics-cert.us-cert.gov/pdf/ICSA-13-077-01A.pdfhttp://www.schneider-electric.com/download/ww/en/file/36555639-SEVD-2013-023-01.pdf/?fileName=SEVD-2013-023-01.pdf&reference=SEVD-2013-023-01&docType=Technical-paper",用户可参考如下厂商提供的安全公告获得补丁信息：http://www.schneider-electric.com/download/ww/en/details/35081317-Vulnerability-Disclosure-for-Quantum-Premium-and-M340/,Schneider Electric多个产品跨站请求伪造漏洞的补丁,2013/4/10
1373,Cogent Real-Time Systems DataHub远程拒绝服务漏洞（CNVD-2013-028248 ）,CNVD-2013-02824,2013/4/9,高,CogentReal-TimeSystemsOPCDataHub6.4.21CogentReal-TimeSystemsCascadeDataHub6.4.21CogentReal-TimeSystemsCogentDataHub7.2.2CogentReal-TimeSystemsDataHubQuickTrend7.2.2CogentReal-TimeSystemsDataPid7.2.2CogentReal-TimeSystemsDataPid6.4.21CogentReal-TimeSystems,CVE-2013-0681,58910,CogentReal-TimeSystems是一家实时数据解决方案厂商。CogentReal-TimeSystemsDataHub不正确处理包含特制格式文本消息的TCP通信，允许攻击者提交恶意请求触发空指针引用，使应用程序崩溃。,http://ics-cert.us-cert.gov/pdf/ICSA-13-095-01.pdf,"CogentReal-TimeSystemsDataHubQuickTrend7.3.0或更高版本,CogentDataHub7.3.0或更改产品,OPCDataHub6.4.22和Windows下的CascadeDataHub6.4.22版本已经修复此漏洞，建议用户下载更新：http://www.cogentdatahub.com/index.html",Cogent Real-Time Systems DataHub远程拒绝服务漏洞（ CNVD-2013-21838 ）的补丁,2013/5/26
1374,Schneider Electric Magelis XBT HMI控制器默认密码漏洞,CNVD-2013-02814,2013/4/9,高,SchneiderElectricMagelisXBTHMIcontroller,CVE-2013-2762,0,SchneiderElectricMagelisXBTHMIcontroller是一款人机界面控制器。SchneiderElectricMagelisXBTHMIcontroller包含一个默认密码用于配置上传验证，远程攻击者可通过提交特制的配置数据绕过安全限制。,http://ics-cert.us-cert.gov/pdf/ICSA-13-077-01A.pdf,目前没有详细解决方案提供：http://www.schneider-electric.com/,,2013/5/28
1375,Siemens SIMATIC WinCC TIA Portal存在多个漏洞,CNVD-2013-02166,2013/3/26,中,SiemensSIMATICWinCCTIAPortal11.x,CVE-2011-4515,58567,SiemensSIMATICWinCCTIAPortal涵盖整个HMI领域的工程组态工具，从精简系列面板到SCADA系统一应俱全。SiemensSIMATICWinCCTIAPortal内存在多个漏洞，可被恶意用户利用泄露敏感信息、绕过安全限制、插入和执行脚本、造成拒绝服务等。1、在处理HTTP请求时存在错误，可被利用造成HMIWeb服务器崩溃。2、HMIWeb应用内的某些输入没有被正确过滤，可被利用插入任意HTML和脚本代码，或者插入任意HTTP报文头。3、某些URL没有被正确过滤即用于访问某些文件，可,http://ics-cert.us-cert.gov/pdf/ICSA-13-079-03.pdf,目前厂商已经发布了升级补丁以修复这个安全问题，请到厂商的主页下载：http://www.siemens.com/corporate-technology/pool/,Siemens SIMATIC WinCC TIA Portal存在多个漏洞的补丁,2013/3/26
